geo_h3_10,city,Автозапчасти для иномарок,Авторемонт и техобслуживание (СТО),Алкогольные напитки,Аптеки,Банки,Быстрое питание,Доставка готовых блюд,Женская одежда,Кафе,Косметика / Парфюмерия,Ногтевые студии,Овощи / Фрукты,Парикмахерские,Платёжные терминалы,Постаматы,Продуктовые магазины,Пункты выдачи интернет-заказов,Рестораны,Страхование,Супермаркеты,Цветы,Шиномонтаж,lat,lon
8a0bb022e51ffff,Новосибирск,,,,2.0,,,,6.0,,,,,,,,,,,,,,,54.96563670161876,83.11034001767634
8a0bb022e52ffff,Новосибирск,,,,,,,,,,,,,1.0,,,,,,,,,,54.966781324048334,83.1070519730478
8a0bb022e567fff,Новосибирск,,2.0,,,,,,,,,,,,,,,,,,,,,54.9689673813438,83.10707791973188
8a0bb022e577fff,Новосибирск,,,,,,,,,,,,,,1.0,,3.0,,,,,,,54.96785716733362,83.10816534301746
8a0bb022e637fff,Новосибирск,,,,,,,,,,,,,,1.0,,3.0,,,,,,,54.97313240449263,83.12033590977394
8a0bb022e6cffff,Новосибирск,,,,,,,,,,,,,,1.0,,4.0,,,,,,,54.9762898539581,83.12807963710154
8a0bb022e72ffff,Новосибирск,,,,,,,,,,,,,,1.0,,3.0,,,,,,,54.97431181740456,83.11484661255307
8a0bb022e807fff,Новосибирск,,,1.0,,,,,,,,2.0,,2.0,,,,,,2.0,,,,54.97468921348733,83.09063391390033
8a0bb022e80ffff,Новосибирск,,,,,,,,,,,,,2.0,,,,1.0,,,,,,54.97576517578222,83.0917471379705
8a0bb022e817fff,Новосибирск,,,,,,,,,,1.0,2.0,,,,,,,,,,,,54.97357914386697,83.09172193497074
8a0bb022e81ffff,Новосибирск,,,,2.0,,,,,,,,,1.0,1.0,2.0,,,,,3.0,1.0,,54.97465510243531,83.09283515414056
8a0bb022e827fff,Новосибирск,,,2.0,,,,,4.0,,,,,,,,,2.0,,,,,,54.974723284999264,83.08843265652186
8a0bb022e837fff,Новосибирск,,,,,,,,4.0,,,,,1.0,,,,2.0,,,,,1.0,54.97361323169096,83.08952073982584
8a0bb022e847fff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.97795118306103,83.09177234343045
8a0bb022e857fff,Новосибирск,,,,,,,,,,,,,,1.0,,2.0,,,,,,,54.97684111857404,83.09286041203886
8a0bb022e887fff,Новосибирск,,,,,,,,,,,2.0,,4.0,,,,,,,,,,54.97243491799237,83.09501101447796
8a0bb022e88ffff,Новосибирск,,,,4.0,,,,,,,,,,,,,,,,,,,54.97351084960507,83.09612427383267
8a0bb022e89ffff,Новосибирск,,,,,,,,,,,1.0,,3.0,,,,,,,,,,54.97240073478592,83.09721211309927
8a0bb022e8a7fff,Новосибирск,,,,,,,,,,,,,3.0,,,,,,,,,,54.972469061663226,83.09280989870751
8a0bb022e8affff,Новосибирск,,,,2.0,,,,,,1.0,,1.0,2.0,,,1.0,,,1.0,3.0,,,54.97354501650472,83.09392311297512
8a0bb022e8d7fff,Новосибирск,,,,,,,,,,,,,,1.0,,2.0,,,,,,,54.974586761714605,83.09723758318103
8a0bb022e8dffff,Новосибирск,,,,,,,,,2.0,,,,1.0,,,,,,,2.0,,,54.975662654319365,83.09835094252556
8a0bb022e8f7fff,Новосибирск,,,,,,1.0,,,,,,2.0,,,,,,,,,,,54.97462095184412,83.0950363772362
8a0bb022e907fff,Новосибирск,,,,,,,,,,,2.0,,,,,,,,,2.0,,,54.97368128872069,83.0851182981396
8a0bb022e90ffff,Новосибирск,,,,,,,,,,,,1.0,,,,,,,,,,,54.97475731697028,83.0862313820114
8a0bb022e91ffff,Новосибирск,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,54.97364727997584,83.08731952754667
8a0bb022e92ffff,Новосибирск,,,,2.0,,,,3.0,,7.0,1.0,,1.0,1.0,,,,,,2.0,,,54.974791309399485,83.0840300903753
8a0bb022e947fff,Новосибирск,,5.0,,,,,,,,,,,,,,,,,,,,,54.97694335385304,83.08625631789218
8a0bb022e977fff,Новосибирск,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,1.0,,54.975867341376144,83.0851431791349
8a0bb022e99ffff,Новосибирск,,,,,,1.0,,,,,,,,,,,,,,,,,54.97139308732125,83.09169673443085
8a0bb022e9a7fff,Новосибирск,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,54.9714612096002,83.08729454165376
8a0bb022ea9ffff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.97993168382133,83.10500629412236
8a0bb022ead7fff,Новосибирск,,,,,,,,,,,,,,1.0,,4.0,,,,,,,54.982117600258505,83.10503214865396
8a0bb022eb97fff,Новосибирск,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,54.977848640833926,83.09837647000563
8a0bb022ec47fff,Новосибирск,,,,4.0,,,,,,,,1.0,2.0,2.0,,1.0,,,2.0,,,,54.97018046741501,83.09938761965807
8a0bb022ec57fff,Новосибирск,,,,,,1.0,,4.0,,1.0,2.0,1.0,1.0,,1.0,,,,,2.0,1.0,,54.96907031486717,83.10047528695773
8a0bb022ec6ffff,Новосибирск,,,,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,54.9712906073886,83.09829989503986
8a0bb022ecc7fff,Новосибирск,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,5.0,54.967925861802186,83.10376372947374
8a0bb022eccffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.96900173204608,83.10487705931321
8a0bb022ecdffff,Новосибирск,,,2.0,,,,,,,,,,1.0,,,,,,,,,,54.96789153433077,83.10596454483415
8a0bb0230047fff,Новосибирск,,6.0,,,,,,,,,,,,,,,,,,,,,54.89341451952921,83.11387416251115
8a0bb0230197fff,Новосибирск,,2.0,,,,,,,,,,,,,,,,,,,,,54.88577745499813,83.11268399217577
8a0bb023056ffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.88574321029909,83.11488071443928
8a0bb0230817fff,Новосибирск,,,,2.0,,,,,,,,2.0,,,,,2.0,,,,,,54.88927955784016,83.0984430996601
8a0bb0230827fff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.89042396626015,83.09516023767844
8a0bb0230837fff,Новосибирск,,,,4.0,,,,1.0,,2.0,,1.0,2.0,,1.0,1.0,,,,,1.0,,54.88931351726571,83.09624608867983
8a0bb0230847fff,Новосибирск,,,,,,,,,,,,,,,,2.0,,,,,,,54.893653436708526,83.09849406774347
8a0bb0230897fff,Новосибирск,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,54.887024558536105,83.10281137618605
8a0bb02308a7fff,Новосибирск,,,,,,,,,,,1.0,,2.0,,,,,,,,,,54.88816908010558,83.09952883154165
8a0bb02308effff,Новосибирск,,,,,,,,,,3.0,,,,,,,,,,,,,54.89250894746875,83.1017770497887
8a0bb023090ffff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.8904578700034,83.09296314760422
8a0bb023092ffff,Новосибирск,,,,2.0,,,,,,3.0,,,,,,,,,,2.0,,,54.89049173431312,83.09076604044941
8a0bb023098ffff,Новосибирск,,,,,,,,,,,,1.0,,2.0,,,,,,4.0,,,54.8882030557791,83.09733188256655
8a0bb0230a37fff,Новосибирск,,,,,,1.0,,,,,,,,,,,,,,,,,54.89684865001053,83.1040256886512
8a0bb0230aa7fff,Новосибирск,,,,,,,,,,1.0,,,,,,,,,,,,,54.895704024261335,83.1073087115889
8a0bb0230b97fff,Новосибирск,,,,,,,1.0,,1.0,,,,,,,,,,,,,,54.89355128022689,83.10508563964815
8a0bb0230bb7fff,Новосибирск,,,,,,,,,,1.0,,,,,,,,,,,,,54.893585371821416,83.10288846612258
8a0bb02310a7fff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.9107710550288,83.122875796314
8a0bb0231107fff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.91198483265873,83.11519625361733
8a0bb0231527fff,Новосибирск,,,,,,,,,,,,,,1.0,,,,,,,,,54.9042454574936,83.12059818621343
8a0bb0231c87fff,Новосибирск,,,,,,,,1.0,,,,,,1.0,,3.0,,,,,,,54.903203676321546,83.11728859346547
8a0bb0231caffff,Новосибирск,,,,,,,2.0,,,,,,,,,,,,,,,,54.90431422285731,83.11620299241504
8a0bb02321affff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.87220757253083,83.14107471849243
8a0bb023294ffff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,1.0,54.87793426242995,83.12467210646186
8a0bb023298ffff,Новосибирск,,1.0,,,,,,,,,,,,,,,,,,,,,54.87241503612732,83.12789920981176
8a0bb0234047fff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.886353582876055,83.07533709738192
8a0bb0234207fff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.89062679719921,83.08197744114918
8a0bb0234217fff,Новосибирск,,,,,,,,,,,,1.0,,,,,,,,,,,54.88951644574031,83.08306366414548
8a0bb023421ffff,Новосибирск,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,54.890593090632365,83.08417461656384
8a0bb02342d7fff,Новосибирск,,,,2.0,,,,6.0,,,,,,1.0,2.0,,,,,2.0,,,54.89052555918845,83.08856891622023
8a0bb02342f7fff,Новосибирск,,,,,,,,,,,4.0,,,1.0,,2.0,,,,,,,54.89055934462847,83.08637177492295
8a0bb0234307fff,Новосибирск,,,,,,,,,,,,,,,,2.0,,,,,,,54.88961737760214,83.07647222159763
8a0bb0234327fff,Новосибирск,,,,,,2.0,,,,,,,,,,,,,,,,,54.88965094267984,83.07427504000776
8a0bb0234507fff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.87430754877962,83.07630139388013
8a0bb023450ffff,Новосибирск,,,,,,,,,,,,,,1.0,,,,,,,,,54.87538437271439,83.07741182897348
8a0bb023484ffff,Новосибирск,,,,,,,,,,,,,,1.0,,1.0,,,,,,,54.88766441135866,83.06106793060015
8a0bb0234a9ffff,Новосибирск,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,54.88857418567813,83.07316431718556
8a0bb0234acffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.89294824807439,83.07321282329768
8a0bb0234aeffff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,2.0,54.89298176434433,83.07101545574884
8a0bb0234b37fff,Новосибирск,,,,,,,,,,,,,,,,3.0,,,,,,,54.888774608871785,83.05998114011535
8a0bb0235957fff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.90731399052781,83.06347911597616
8a0bb0235a07fff,Новосибирск,,,,,,1.0,,,,,,,,,,,,,,,,,54.913706904450365,83.07454254213037
8a0bb0235a37fff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,2.0,54.91263031979853,83.0734312178255
8a0bb0235b4ffff,Новосибирск,,,,,,,,,,,,,,,,2.0,,,,,,,54.917037436722346,83.07128123127464
8a0bb0235db7fff,Новосибирск,,2.0,,,,,,,,,,,,,,,,,,,,,54.894058513209096,83.07212624291668
8a0bb0236017fff,Новосибирск,,,,,,,,5.0,,,,,2.0,,,1.0,2.0,,,,,,54.866196180156166,83.105861156672
8a0bb023601ffff,Новосибирск,,,,,,,1.0,,,,,,,,,,,,,,,,54.86727274605286,83.10697200649301
8a0bb023604ffff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,1.0,54.87164705692327,83.10702377953231
8a0bb023605ffff,Новосибирск,,,,,,,,3.0,1.0,,,,,,,,,,,,,,54.87053644450352,83.1081088460011
8a0bb0236077fff,Новосибирск,,,,,,,,,,,,,,,,,,1.0,,,,,54.869493968300425,83.10480191098698
8a0bb0236097fff,Новосибирск,,,,,,,,6.0,,,,,,,,,,,,,,,54.863940819226094,83.11022672188831
8a0bb02360b7fff,Новосибирск,,,,2.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,54.86397491559381,83.10803103379209
8a0bb0236107fff,Новосибирск,,,,,,,,,1.0,,2.0,1.0,,,,1.0,,,,,,,54.8662981355234,83.09927361811022
8a0bb023610ffff,Новосибирск,,,,,,,,3.0,,,,,,,,1.0,2.0,,,,1.0,,54.867374770933424,83.10038433335578
8a0bb0236127fff,Новосибирск,,,,,,,,,,,,,1.0,,,,,,,,,,54.86633204184519,83.09707773775405
8a0bb023612ffff,Новосибирск,,,,,,,,,,,,,,,,2.0,1.0,,,,,,54.867408700424456,83.09818840813315
8a0bb0236137fff,Новосибирск,,,,,,,,,,,,,1.0,,,,,,,,,,54.865221480710005,83.09816295262006
8a0bb0236147fff,Новосибирск,,,,,,,,,,,,,,1.0,,2.0,,,,,,,54.86956195936981,83.10040989816714
8a0bb023615ffff,Новосибирск,,,,,,,,,,,,,,,,,,,1.0,,,,54.86952798353696,83.1026059131232
8a0bb0236177fff,Новосибирск,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,54.86848533959986,83.09929912827
8a0bb0236187fff,Новосибирск,2.0,,,2.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,54.86404299014437,83.10363960629525
8a0bb0236197fff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,1.0,,54.86293237162459,83.10472458318154
8a0bb023619ffff,Новосибирск,,,,,,,,,,,,,,1.0,,3.0,,,,,,,54.86400897256686,83.1058353285923
8a0bb02361a7fff,Новосибирск,,,,4.0,,1.0,,,,,2.0,1.0,,1.0,2.0,,,,,3.0,1.0,,54.86407696832543,83.10144386690715
8a0bb02361affff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.86515359620373,83.10255457236467
8a0bb02362f7fff,Новосибирск,,1.0,,,,,,,,,,,,,,,,,,,,,54.87477391447409,83.11694551942237
8a0bb023639ffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.87154463574494,83.11361193963796
8a0bb02363a7fff,Новосибирск,,,,2.0,,,3.0,1.0,1.0,,,,,2.0,,2.0,,,,2.0,,,54.87161295593399,83.1092198500157
8a0bb0236427fff,Новосибирск,,,,,,,,,,,,,,1.0,1.0,,,,,,,,54.85956635885465,83.11017464614724
8a0bb0236447fff,Новосибирск,2.0,6.0,,,,,,,,,,,,,,,,,,,,,54.86279600005573,83.11350712197438
8a0bb023644ffff,Новосибирск,,2.0,,,,,,,2.0,,,,,,,,,,,,,,54.86387250831009,83.11461804674518
8a0bb0236457fff,Новосибирск,7.0,1.0,,,,,,,,,,,,,,,,,,,,,54.86168530419498,83.11459179404105
8a0bb0236477fff,Новосибирск,2.0,,,,,,,4.0,,,,,,,,,,,,,,,54.86171947239398,83.1123962469528
8a0bb0236487fff,Новосибирск,,1.0,,,,,,,,,,,,,,,,,,,,,54.857276629325696,83.11673461273793
8a0bb02364affff,Новосибирск,,5.0,,,,,,,,,,,,,,,,,,,,,54.85838735876343,83.11565010682533
8a0bb02364c7fff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.86054037208134,83.11787187709771
8a0bb02364e7fff,Новосибирск,4.0,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,54.86057459588418,83.1156764090785
8a0bb02364effff,Новосибирск,,4.0,,,,,,,,,,,,,,,,,1.0,,,,54.86165109660662,83.11678732400877
8a0bb023650ffff,Новосибирск,,,,,,,,,,,,,,,,,1.0,,2.0,,,,54.85960044132222,83.1079791716119
8a0bb0236517fff,Новосибирск,,,,,,,,,,2.0,,,,,,,,,,,,,54.8574131677048,83.10795324430846
8a0bb023652ffff,Новосибирск,,,,,,3.0,,13.0,,,,,1.0,4.0,3.0,,,,,4.0,1.0,,54.859634484400566,83.10578367997651
8a0bb023654ffff,Новосибирск,,,,2.0,2.0,,,,,3.0,,,,4.0,4.0,,,,1.0,6.0,,,54.86286426462592,83.10911588678955
8a0bb0236557fff,Новосибирск,,,,,,,,6.0,,,,,,1.0,,,,,,2.0,1.0,,54.86067703096408,83.10908990230905
8a0bb0236587fff,Новосибирск,1.0,,,,,,,,,,,,,,,,,,,,,,54.856268398946185,83.11123324677763
8a0bb023658ffff,Новосибирск,,,,,,,,,,,,,,,,,,3.0,,,,,54.857344977284754,83.11234396274482
8a0bb02365affff,Новосибирск,,,,2.0,2.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,54.85737909218759,83.11014861207893
8a0bb023661ffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.86703330906669,83.12234264491572
8a0bb0236707fff,Новосибирск,,4.0,,,,,,,,,,,,,,,,,,,,,54.86605968809469,83.1146443020055
8a0bb0236737fff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,1.0,54.86498319548438,83.11353332256313
8a0bb0236807fff,Новосибирск,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,54.86754402435292,83.08940453652498
8a0bb023680ffff,Новосибирск,,,,2.0,,1.0,,,,1.0,,2.0,,,1.0,,,,,3.0,,,54.86862075620047,83.09051507715536
8a0bb0236817fff,Новосибирск,,,,,,,,1.0,,,,,3.0,,,,,,,,,,54.86643352439642,83.09048999426643
8a0bb023681ffff,Новосибирск,,,,2.0,,,,,,,,,1.0,,,,,,,,,,54.8675102524779,83.09160053002218
8a0bb0236827fff,Новосибирск,,,,,,,,4.0,,3.0,,,6.0,,,,,,,,,,54.86757775682175,83.0872085259748
8a0bb0236847fff,Новосибирск,,,,,,,,,,,,,1.0,,,,,,,,,,54.87080796366011,83.09054016248696
8a0bb0236857fff,Новосибирск,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,1.0,,54.869697468646976,83.09162566754536
8a0bb023685ffff,Новосибирск,,,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,2.0,,,54.87077416169082,83.09273630769746
8a0bb0236867fff,Новосибирск,,,,2.0,,,,1.0,2.0,2.0,6.0,,5.0,2.0,1.0,,1.0,,,2.0,1.0,,54.870841726219545,83.08834400021773
8a0bb0236877fff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.86973124744833,83.0894295672218
8a0bb0236897fff,Новосибирск,,,,,,,,,,,,,1.0,,,,1.0,,,,,,54.86417866648138,83.0948565462591
8a0bb02368b7fff,Новосибирск,,4.0,,,,,,,,,,,2.0,,,,,,,,,,54.864212487068045,83.09266073856935
8a0bb02368d7fff,Новосибирск,,,,,,,,,,,,,5.0,,,,,,,,,,54.8674425905128,83.0959924658325
8a0bb02368e7fff,Новосибирск,,,,2.0,,3.0,,,,,,1.0,,2.0,,,,,,3.0,1.0,,54.868586961158805,83.09271111553518
8a0bb02368f7fff,Новосибирск,,,,,,2.0,,7.0,,,,1.0,,2.0,3.0,,1.0,,,4.0,1.0,,54.86747644119757,83.0937965064601
8a0bb0236907fff,Новосибирск,,,,,,,,,,,,,,,,,,,1.0,,,,54.86653465230822,83.08390209728144
8a0bb023691ffff,Новосибирск,,,,,,,,,,,1.0,,,,,,,,,,,,54.86650098241011,83.08609807998795
8a0bb0236927fff,Новосибирск,,,,4.0,1.0,2.0,,4.0,1.0,,,1.0,,4.0,,4.0,,,,,2.0,,54.86656828279932,83.0817060975384
8a0bb023692ffff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.86764510353738,83.08281645374039
8a0bb0236937fff,Новосибирск,,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,54.86545783533722,83.08279174593928
8a0bb0236947fff,Новосибирск,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,54.869798686823465,83.08503731541668
8a0bb0236957fff,Новосибирск,,,,,,,2.0,,,,,,3.0,,,,,,,,,,54.86868822806159,83.08612294923104
8a0bb0236977fff,Новосибирск,,,,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,,,54.868721904879294,83.083926859699
8a0bb0236997fff,Новосибирск,,,,,,,,,3.0,,1.0,,,,1.0,,,,,,,,54.86316950514347,83.08935448244287
8a0bb0236a97fff,Новосибирск,,,,2.0,,1.0,,,,,,,,,,,,,,,,,54.871715140686966,83.10263158725226
8a0bb0236a9ffff,Новосибирск,,,,,,,2.0,,1.0,,,,2.0,,,,,,,,,,54.87279170223096,83.10374250644526
8a0bb0236b97fff,Новосибирск,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,54.870706439526224,83.09712854691725
8a0bb0236c0ffff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,1.0,54.86084696828257,83.09811204902896
8a0bb0236c47fff,Новосибирск,2.0,,,,,,,,,,,,,,,,,,,,,,54.86303423666071,83.09813749958545
8a0bb0236c4ffff,Новосибирск,,,,4.0,,,,,,,,,4.0,,,,,,,,,,54.86411090710922,83.09924811043426
8a0bb0236c57fff,Новосибирск,2.0,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,54.86192365436326,83.09922260524179
8a0bb0236c5ffff,Новосибирск,,,,,,,,,,,1.0,,,,,,,,,,,,54.86300032104475,83.10033321120035
8a0bb0236c67fff,Новосибирск,,,,,,,,,1.0,,,,,,,,,,,,,,54.86306811287944,83.09594177089599
8a0bb0236caffff,Новосибирск,,,,,,2.0,,,,,,,,,,,,,,,,,54.85862577384136,83.10028209899896
8a0bb0236cc7fff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.86077911153261,83.10250324160316
8a0bb0236cd7fff,Новосибирск,,,,,1.0,,,3.0,,,,,,2.0,1.0,,2.0,,2.0,,,,54.859668488088815,83.10358817124731
8a0bb0236cdffff,Новосибирск,,4.0,,2.0,,2.0,1.0,4.0,,2.0,,,,4.0,,,,1.0,,,,2.0,54.86074512406803,83.10469881226543
8a0bb0236ce7fff,Новосибирск,,2.0,,,,,,,,,,,,,,,,,,,,,54.8608130596044,83.1003076538556
8a0bb0236cf7fff,Новосибирск,,,,,,2.0,1.0,,,,,,,,,,,,,,,,54.85970245238609,83.10139264543054
8a0bb0236d0ffff,Новосибирск,,,,,1.0,,,,,,,,,,,,,,,,,,54.85983791564808,83.09261037141285
8a0bb0236d47fff,Новосибирск,,2.0,,,,,,,2.0,,,,,,,,,,,,,,54.86202521352122,83.0926355537651
8a0bb0236d4ffff,Новосибирск,,,,,,,,,,,2.0,,,,,,,,,,,,54.86310194970005,83.09374602513824
8a0bb0236d5ffff,Новосибирск,,5.0,,,,,,,,,,,,,1.0,,,,,,,,54.86199139986546,83.09483125465707
8a0bb0236d6ffff,Новосибирск,,,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,,,,54.863135747121696,83.09155026231845
8a0bb0236d77fff,Новосибирск,,,,,,,,,1.0,,,,,,,,,,,,,,54.86094845794649,83.09152513213719
8a0bb030124ffff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.92807024571782,82.915207666905
8a0bb030248ffff,Новосибирск,,,,,,,,,,,,,,,,2.0,,,,,,,54.86863862807309,82.94112696442552
8a0bb03024d7fff,Новосибирск,,,,,,,,,,,,,,,,,,,,,,2.0,54.86971692928594,82.94223443909442
8a0bb0308017fff,Новосибирск,,,,2.0,,,,,,,,,,1.0,,,,,,2.0,,,54.9450363655527,82.9527554898265
8a0bb0308077fff,Новосибирск,,,,,,,,,,,,,,1.0,,1.0,,,,,,,54.94833232681521,82.95168265121116
8a0bb0308087fff,Новосибирск,,,,,,,,,,,2.0,,,,,,,,,,,,54.943895632776986,82.95604731127072
8a0bb0308097fff,Новосибирск,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,54.94278642763535,82.95713833285258
8a0bb03080a7fff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.94392718946358,82.95384663078212
8a0bb03080b7fff,Новосибирск,,,,2.0,,,,,,,,,,,,,1.0,,,,,,54.94281800072196,82.95493771436638
8a0bb03080c7fff,Новосибирск,,,,2.0,,,,,,,,,,,,,,,1.0,,,,54.94716003866442,82.95717558513753
8a0bb03080dffff,Новосибирск,,,2.0,,,,,,,,,,,1.0,1.0,,,,,2.0,,,54.94712841251852,82.95937640146194
8a0bb0308157fff,Новосибирск,,,,,,,,,,,,,,1.0,,1.0,,,,,,,54.94728614768428,82.94837215256408
8a0bb030818ffff,Новосибирск,,,,,,,,,,,,,2.0,,,,1.0,,,2.0,,,54.94395870659751,82.95164593357161
8a0bb030819ffff,Новосибирск,,,,,,,,,,,,,,1.0,,2.0,,,,,,,54.94284953425769,82.95273707915601
8a0bb03081affff,Новосибирск,,,,,,,,,,,1.0,,,,,,,,,,,,54.94399018417788,82.94944521964553
8a0bb030820ffff,Новосибирск,,,,,,,1.0,,,,,,,,,,,,,,,,54.954766131988734,82.96054257573229
8a0bb0308237fff,Новосибирск,,2.0,,,,,,,,,,,,,,,,,,,,,54.95261109769936,82.95832270510725
8a0bb0308247fff,Новосибирск,,,1.0,,,3.0,,,,,,,3.0,,2.0,,,,,2.0,,,54.95695280450528,82.96056137196871
8a0bb030824ffff,Новосибирск,,,,2.0,,3.0,,,,,,,,1.0,1.0,,,,,3.0,1.0,,54.958030276854295,82.9616714367712
8a0bb0308257fff,Новосибирск,,,,2.0,,,,,,,,,,1.0,,,,,,,,,54.95584362001103,82.9616525859477
8a0bb030825ffff,Новосибирск,,,2.0,6.0,,2.0,,10.0,,3.0,,5.0,7.0,3.0,1.0,3.0,3.0,,1.0,2.0,2.0,,54.95692108861624,82.96276264610175
8a0bb030826ffff,Новосибирск,,,,,,,2.0,,,,,,,1.0,,,,,,2.0,,,54.95806197633831,82.95947010059048
8a0bb03082cffff,Новосибирск,,,,,,,,,,,,,2.0,,,,,,,,,,54.955780115862254,82.96605499336265
8a0bb03082dffff,Новосибирск,,,,,,,,,,,,,,,,2.0,,,,,,,54.95467088590694,82.967146025856
8a0bb03082e7fff,Новосибирск,,,,,,,,,,,,,,1.0,,2.0,,,,2.0,,,54.95473442285748,82.96274374253119
8a0bb03082effff,Новосибирск,,,,,,,,,,2.0,,,,1.0,,,,,,,2.0,,54.95581188771858,82.96385379803495
8a0bb030831ffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.952642720949655,82.95612161214324
8a0bb0308347fff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,1.0,54.95593857949641,82.9550488491917
8a0bb030834ffff,Новосибирск,,,,,,,,,,,1.0,,,1.0,,,,,,2.0,,,54.957016117582846,82.95615877345612
8a0bb0308367fff,Новосибирск,3.0,6.0,,,,,,,,,,,,,,,,,,,,,54.955970153524696,82.95284757012931
8a0bb030836ffff,Новосибирск,,3.0,,,,,,,,,,,,,,,,,,,,,54.95704771476966,82.95395744908919
8a0bb0308447fff,Новосибирск,,,1.0,2.0,,,,,,3.0,,,,2.0,1.0,,,,1.0,2.0,,,54.94164558081153,82.9604298368215
8a0bb0308457fff,Новосибирск,,,2.0,,,,,,,,,,,1.0,1.0,,,,,2.0,,,54.94053633397903,82.96152068167459
8a0bb0308467fff,Новосибирск,,,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,54.94167720984476,82.95822929706866
8a0bb030846ffff,Новосибирск,,,,2.0,,,,,,,,,,,,1.0,,,,2.0,,,54.94275481499869,82.95933893460825
8a0bb0308477fff,Новосибирск,,,,,,,,,,,,,,,,,,,,2.0,,,54.9405679794072,82.95932020392272
8a0bb030850ffff,Новосибирск,,,,,,,,,,,,,,,,1.0,,,,,,,54.93844427797801,82.95490068387966
8a0bb0308557fff,Новосибирск,,,1.0,,,,,,,,1.0,,,,,,,,,,,,54.93952194133283,82.95601017170688
8a0bb030855ffff,Новосибирск,,,,,,,,,,,,,,1.0,,1.0,,,,,,,54.94059958528895,82.9571197094357
